CTYNAME,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015
Asotin County,21710,21920,21878,22110,22188,22105
Benton County,176516,180580,182532,184584,186647,190309
Chelan County,72743,73327,73705,74061,74598,75644
Clallam County,71533,71778,71829,72222,72668,73486
Clark County,426804,432524,437226,442843,450441,459495
Columbia County,4106,4016,3994,4018,3974,3944
Cowlitz County,102417,102375,101840,101792,102214,103468
Douglas County,38551,38813,39344,39480,39822,40534
Ferry County,7549,7682,7703,7640,7651,7582
Franklin County,79132,83178,85833,86574,87822,88807
Garfield County,2265,2247,2223,2247,2212,2219
Grant County,89627,90756,91589,91906,92838,93259
Grays Harbor County,72857,72345,71742,71049,70836,71122
Island County,78712,78992,79252,78575,79235,80593
Jefferson County,29902,29870,29822,30050,30206,30466
King County,1937699,1972548,2009200,2047618,2082288,2117125
Kitsap County,251723,254458,254764,253325,254525,260131
Kittitas County,41014,41578,41622,41892,42661,43269
Klickitat County,20390,20695,20643,20855,20883,21026
Lewis County,75516,75701,75591,75178,75224,75882
Lincoln County,10570,10518,10442,10281,10253,10321
Mason County,60752,60917,60772,60550,60694,61023
Okanogan County,41246,41358,41270,41168,41347,41516
Pacific County,20884,20853,20549,20424,20551,20848
Pend Oreille County,12963,12937,12985,12891,12941,13088
Pierce County,795422,803320,811987,819336,831161,843954
San Juan County,15770,15818,15806,15877,16026,16252
Skagit County,117004,117768,118032,118745,120325,121846
Skamania County,11100,11126,11155,11255,11338,11339
Snohomish County,715515,722494,732844,746008,759417,772501
Spokane County,472127,473484,475880,479434,484418,490945
Stevens County,43487,43487,43567,43341,43556,43791
Thurston County,253067,256529,258838,262666,266048,269536
Wahkiakum County,3972,4018,3992,4057,4066,4042
Walla Walla County,58925,59512,59435,59575,59771,60338
Whatcom County,201570,203415,204961,206349,208491,212284
Whitman County,44797,45083,46639,46849,46938,48177
Yakima County,244313,246326,246844,247342,247698,248830
West Virginia,1854225,1854948,1856283,1852985,1848751,1844128
Barbour County,16596,16599,16861,16781,16708,16704
Berkeley County,104646,105706,107030,108589,110394,111901
Boone County,24585,24446,24371,24077,23734,23372
Braxton County,14527,14543,14487,14436,14447,14415
Brooke County,24007,23931,23804,23712,23529,23350
Cabell County,96369,96558,96902,96987,96827,96844
Calhoun County,7643,7644,7598,7540,7534,7470
Clay County,9371,9390,9262,9204,8939,8910
Doddridge County,8194,8179,8199,8291,8160,8176
Fayette County,45997,45960,45904,45596,45211,44997
Gilmer County,8724,8772,8774,8639,8519,8518
Grant County,11914,11943,11851,11796,11719,11766
Greenbrier County,35540,35711,35861,35781,35460,35516
Hampshire County,23948,23789,23676,23453,23441,23353
Hancock County,30661,30526,30349,30235,30081,29815
Hardy County,14038,13991,13892,13989,13956,13852
Harrison County,69265,69282,69178,68982,68836,68714
Jackson County,29271,29323,29305,29233,29181,29237
Jefferson County,53626,54345,54543,54958,55740,56482
Kanawha County,192939,191947,192102,191373,190151,188332
Lewis County,16397,16391,16437,16450,16442,16448
Lincoln County,21672,21609,21639,21540,21596,21415
Logan County,36727,36456,36340,35985,35310,34707
McDowell County,22075,21699,21316,20874,20286,19835
Marion County,56514,56620,56777,56769,56859,56925
Marshall County,33061,32844,32691,32577,32310,31978
Mason County,27351,27334,27242,27172,27100,27037
Mercer County,62310,62435,62358,61829,61667,61164
Mineral County,28229,28075,27918,27728,27603,27451
Mingo County,26770,26597,26133,25956,25676,25292
Monongalia County,96786,98693,100539,101938,102936,104236
Monroe County,13511,13549,13507,13510,13553,13506
Morgan County,17516,17456,17450,17447,17498,17524
Nicholas County,26240,26153,26234,25935,25733,25594
Ohio County,44475,44189,44051,43694,43185,43066
Pendleton County,7684,7563,7515,7416,7288,7229
Pleasants County,7582,7604,7598,7593,7713,7674
Pocahontas County,8712,8829,8707,8669,8671,8607
Preston County,33551,33617,33894,33697,33899,33940
Putnam County,55650,56092,56558,56621,56863,56848
Raleigh County,78900,79155,79059,78585,78155,77510
Randolph County,29369,29432,29419,29555,29294,29126
Ritchie County,10406,10356,10274,10077,10009,9982
Roane County,14876,14816,14698,14623,14605,14435
Summers County,13941,13862,13769,13543,13309,13239
Taylor County,16887,16932,16996,16994,17053,16912
Tucker County,7115,7050,6945,6954,6947,6966
Tyler County,9184,9101,9029,8981,9079,8975
Upshur County,24245,24256,24484,24638,24665,24758
Wayne County,42442,41944,41695,41626,41258,40971
Webster County,9155,9160,9024,8868,8830,8755
Wetzel County,16552,16406,16406,16181,15974,15816
Wirt County,5745,5798,5816,5874,5837,5880
Wood County,87016,86831,86584,86487,86441,86452
Wyoming County,23718,23459,23232,22947,22540,22151
Wisconsin,5690204,5709720,5726422,5743653,5759432,5771337
Adams County,20864,20904,20522,20487,20194,20148
Ashland County,16163,16082,15907,16057,16076,15843
Barron County,45840,45910,45802,45654,45503,45563
Bayfield County,15011,15106,15094,15110,14964,14977
Brown County,248507,250563,253039,254677,256588,258718
Buffalo County,13555,13480,13344,13376,13205,13192
Burnett County,15433,15510,15363,15317,15320,15159
Calumet County,49008,49706,49728,49689,49504,49762
Chippewa County,62616,62915,63028,63162,63408,63531
Clark County,34682,34736,34463,34552,34393,34445
Columbia County,56867,56691,56440,56592,56571,56743
Crawford County,16633,16681,16541,16418,16386,16391
Dane County,489187,496500,503594,510322,516929,523643
Dodge County,88661,88725,88560,88376,88570,88502
Door County,27715,27872,27689,27825,27713,27554
Douglas County,44172,44012,43819,43832,43733,43601
Dunn County,43883,43880,43934,44186,44300,44497
Eau Claire County,99036,99935,100897,101789,101677,102105
Florence County,4398,4493,4466,4501,4461,4464
Fond du Lac County,101712,101898,101856,101865,102010,101973
Forest County,9290,9258,9182,9120,9131,9057
Grant County,51203,51242,51003,51120,51824,52250
Green County,36847,36967,36891,37104,37073,37186
Green Lake County,19033,19098,19075,18963,18836,18856
Iowa County,23656,23768,23750,23721,23791,23813
Iron County,5894,6001,5942,5883,5917,5794
Jackson County,20449,20517,20457,20555,20631,20554
Jefferson County,83685,83876,84373,84547,84372,84559
Juneau County,26664,26680,26733,26519,26313,26224
Kenosha County,166626,166908,167478,167651,168215,168437
Kewaunee County,20554,20595,20596,20447,20412,20366
La Crosse County,114881,115276,116745,117153,117852,118212
Lafayette County,16782,16936,16849,16733,16826,16829
Langlade County,19942,19886,19729,19546,19369,19223
Lincoln County,28763,28455,28485,28358,28152,27980
Manitowoc County,81302,81166,80847,80624,80161,79806
Marathon County,134069,134500,134630,135266,135619,135868
Marinette County,41684,41431,41456,41437,41226,40884
Marquette County,15388,15339,15178,15103,15006,15075
Menominee County,4265,4380,4377,4387,4532,4573
Milwaukee County,948301,951697,955063,957286,957913,957735
Monroe County,44774,45126,45107,45231,45356,45549
Oconto County,37675,37613,37446,37390,37498,37435
Oneida County,35940,35823,35740,35644,35492,35567
Outagamie County,176936,177776,178913,180238,181979,183245
Ozaukee County,86371,86737,87073,87138,87566,87850
Pepin County,7458,7431,7405,7381,7353,7290
Pierce County,41091,40805,40658,40721,40920,40889
Polk County,44175,43967,43548,43427,43475,43441
Portage County,69995,70173,70500,70577,70500,70408
Price County,14108,14020,13876,13778,13679,13645
Racine County,195443,194965,194639,194807,194986,195080
Richland County,17987,17984,17797,17776,17677,17495
Rock County,160234,159999,160288,160634,161267,161448
Rusk County,14719,14612,14315,14380,14355,14124
St. Croix County,84437,84963,85274,85941,86900,87513
Sauk County,62031,62412,62527,63019,63360,63642
Sawyer County,16573,16543,16551,16511,16435,16376
Shawano County,41934,41789,41615,41554,41552,41304
Sheboygan County,115474,115372,115010,114915,115262,115569
Taylor County,20639,20766,20483,20579,20561,20455
Trempealeau County,28850,29048,29370,29577,29515,29550
Vernon County,29742,30037,30209,30283,30360,30506
Vilas County,21442,21369,21288,21334,21398,21387
Walworth County,102188,102798,103055,103041,103499,102804
Washburn County,15930,15784,15831,15657,15678,15552
Washington County,131967,132225,132649,132758,133301,133674
Waukesha County,390076,390808,392710,394025,395335,396488
Waupaca County,52422,52342,52035,52213,52088,51945
Waushara County,24506,24581,24484,24332,24173,24033
Winnebago County,167059,167630,168717,169486,169639,169546
Wood County,74807,74647,74384,73996,73597,73435
Wyoming,564516,567768,577080,583131,584304,586107
Albany County,36428,36908,37396,37647,37918,37956
Big Horn County,11672,11745,11785,12002,11919,12022
Campbell County,46244,46600,47881,48121,48243,49220
Carbon County,15837,15817,15678,15787,15856,15559
Converse County,13826,13728,14025,14343,14172,14236
Crook County,7114,7129,7148,7160,7264,7444
Fremont County,40222,40591,41129,41024,40717,40315
Goshen County,13408,13597,13666,13565,13509,13383
Hot Springs County,4813,4818,4846,4846,4793,4741
Johnson County,8581,8636,8610,8619,8552,8585
Laramie County,92271,92663,94894,96006,96469,97121
Lincoln County,18091,18022,17943,18328,18564,18722
Natrona County,75472,76420,78699,81156,81603,82178
Niobrara County,2492,2485,2475,2548,2530,2542
Park County,28259,28473,28863,29237,29126,29228
Platte County,8678,8701,8732,8728,8776,8812
Sheridan County,29146,29275,29594,29794,30020,30009
Sublette County,10244,10142,10418,10086,10039,9899
Sweetwater County,43593,44041,45104,45162,44925,44626
Teton County,21297,21482,21697,22347,22905,23125
Uinta County,21102,20912,20989,21022,20903,20822
Washakie County,8545,8469,8443,8443,8316,8328
Weston County,7181,7114,7065,7160,7185,7234
